time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-10-01T12:49:04.080Z,12.7332,91.9129,25.97,4.6,mb,,162,1.344,0.64,us,us2000axhf,2017-10-01T13:03:31.040Z,"143km NW of Bamboo Flat, India",earthquake,9.5,5.6,0.107,26,reviewed,us,us
2017-10-01T10:06:55.110Z,-24.4751,-176.6916,87.71,5.1,mb,,105,4.877,1.38,us,us2000axgb,2017-10-01T10:21:36.040Z,"South of the Fiji Islands",earthquake,10.5,7.7,0.147,15,reviewed,us,us
2017-10-01T01:35:26.490Z,7.5135,-73.1491,142.73,5.1,mb,,30,2.837,1.01,us,us2000axct,2017-10-03T22:52:20.040Z,"7km NE of El Playon, Colombia",earthquake,7.4,6.3,0.022,665,reviewed,us,us
2017-10-01T01:25:07.970Z,36.9167,140.5685,10,4.9,mb,,131,0.966,1.21,us,us2000axcn,2017-10-01T13:35:38.956Z,"21km NW of Kitaibaraki, Japan",earthquake,5.1,1.9,0.039,205,reviewed,us,us
2017-10-01T00:19:23.710Z,7.2071,126.9456,68.13,4.5,mb,,99,1.362,0.7,us,us2000axc3,2017-10-01T00:38:56.040Z,"42km ESE of Santiago, Philippines",earthquake,4.7,7.5,0.088,38,reviewed,us,us
2017-09-30T23:15:29.570Z,3.9405,128.5426,10,5.5,mww,,36,3.359,0.86,us,us2000axas,2017-10-03T22:15:55.040Z,"251km NNE of Tobelo, Indonesia",earthquake,7.3,1.8,0.073,18,reviewed,us,us
2017-09-30T21:07:31.800Z,27.653,139.9751,485.8,4.7,mb,,67,2.041,0.95,us,us2000ax9r,2017-09-30T21:23:40.040Z,"230km WNW of Chichi-shima, Japan",earthquake,3.9,8.2,0.041,181,reviewed,us,us
2017-09-30T20:14:48.710Z,21.6564,143.8145,64.59,4.7,mb,,141,5.615,0.78,us,us2000ax99,2017-09-30T22:52:29.040Z,"167km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,12.7,8.2,0.067,68,reviewed,us,us
2017-09-30T18:15:49.220Z,16.1602,-94.9189,51.93,4.8,mb,,154,1.697,1.04,us,us2000ax7s,2017-10-03T16:55:56.040Z,"9km ESE of San Mateo del Mar, Mexico",earthquake,6.9,8.6,0.037,230,reviewed,us,us
2017-09-30T16:45:44.160Z,1.0533,-90.9767,10,4.9,mb,,142,1.849,1.37,us,us2000ax76,2017-09-30T17:33:09.040Z,"210km NNW of Puerto Ayora, Ecuador",earthquake,12.3,1.9,0.046,147,reviewed,us,us
2017-09-30T10:30:02.460Z,1.8973,128.7797,37.67,5.2,mww,,72,1.801,0.76,us,us2000ax5m,2017-09-30T17:44:45.040Z,"87km ENE of Tobelo, Indonesia",earthquake,6,6.4,0.073,18,reviewed,us,us
2017-09-30T06:34:36.470Z,-37.146,178.7893,51.02,5,mww,,74,0.566,0.71,us,us2000ax3z,2017-10-02T10:34:10.605Z,"168km NE of Opotiki, New Zealand",earthquake,10.1,5.3,0.073,18,reviewed,us,us
2017-09-30T06:14:36.970Z,32.3196,105.0015,10,5.5,mb,,19,12.003,0.71,us,us2000ax3v,2017-10-01T09:38:03.783Z,"3km WSW of Magong, China",earthquake,8,1.8,0.04,215,reviewed,us,us
2017-09-30T05:19:19.440Z,-6.071,146.5825,46.79,4.5,mb,,102,4.076,0.92,us,us2000ax39,2017-09-30T07:00:21.040Z,"82km ENE of Kainantu, Papua New Guinea",earthquake,9.4,4.8,0.096,32,reviewed,us,us
2017-09-30T02:45:54.570Z,-3.3243,136.7409,53.79,4.5,mb,,118,4.503,1.13,us,us2000ax2n,2017-09-30T03:29:10.040Z,"78km NNE of Enarotali, Indonesia",earthquake,10.2,9.7,0.156,12,reviewed,us,us
2017-09-29T23:18:52.760Z,13.6996,120.696,135.75,4.7,mb,,80,8.74,0.77,us,us2000ax17,2017-09-30T01:32:53.847Z,"16km SSE of Calatagan, Philippines",earthquake,3.3,7.6,0.07,63,reviewed,us,us
2017-09-29T21:50:50.800Z,15.2008,-94.0878,58.14,4.9,mb,,80,2.164,0.8,us,us2000awz1,2017-09-30T03:10:30.040Z,"94km SW of Tres Picos, Mexico",earthquake,7.4,5.7,0.026,477,reviewed,us,us
2017-09-29T20:31:00.150Z,14.7629,-94.3377,21.4,4.7,mb,,139,1.429,1,us,us2000awx6,2017-10-03T16:03:00.040Z,"149km SSW of Paredon, Mexico",earthquake,4.1,5.8,0.037,221,reviewed,us,us
2017-09-29T19:30:08.290Z,14.6951,-93.8244,25.26,4.7,mb,,137,1.161,0.78,us,us2000awvi,2017-10-03T15:36:44.040Z,"128km SW of Mapastepec, Mexico",earthquake,6,6.3,0.045,150,reviewed,us,us
2017-09-29T19:25:01.350Z,53.2159,160.0808,47.81,5.3,mww,,33,0.883,0.78,us,us2000awvc,2017-10-03T15:32:40.452Z,"97km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,7.1,4.2,0.075,17,reviewed,us,us
2017-09-29T16:08:40.270Z,36.9513,30.6565,89.38,4.6,mb,,46,0.633,0.95,us,us2000awn9,2017-09-29T21:06:18.936Z,"5km NW of Antalya, Turkey",earthquake,6.5,6.2,0.098,31,reviewed,us,us
2017-09-29T16:08:11.670Z,21.3911,143.8294,69.37,5,mb,,123,5.874,0.71,us,us2000awp8,2017-09-29T16:24:37.040Z,"145km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,7.3,8.9,0.076,55,reviewed,us,us
2017-09-29T13:49:57.440Z,39.8728,67.9437,20.04,5,mww,,47,2.216,1.24,us,us2000awib,2017-09-30T11:11:35.608Z,"28km SSE of Jizzax, Uzbekistan",earthquake,4.8,3.7,,,reviewed,us,us
2017-09-29T11:45:20.260Z,15.1312,-94.0117,54.94,4.5,mb,,147,2.32,0.87,us,us2000awh4,2017-09-29T12:19:01.040Z,"96km SSW of Tres Picos, Mexico",earthquake,9.6,7.9,0.034,257,reviewed,us,us
2017-09-29T09:25:02.490Z,21.3618,143.7467,39.87,4.7,mb,,116,5.883,0.68,us,us2000awgf,2017-09-29T10:20:17.040Z,"150km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.1,2.2,0.047,135,reviewed,us,us
2017-09-29T05:30:30.100Z,-24.0812,-179.5233,546.3,4.5,mb,,94,6.699,0.94,us,us2000awdv,2017-09-29T05:54:55.040Z,"South of the Fiji Islands",earthquake,12.5,12.3,0.113,23,reviewed,us,us
2017-09-29T04:33:15.610Z,14.8894,-94.1021,24.04,5,mb,,151,2.357,0.78,us,us2000awd5,2017-09-29T16:50:22.040Z,"124km SSW of Tres Picos, Mexico",earthquake,9,6.2,0.027,459,reviewed,us,us
2017-09-29T04:00:22.320Z,14.9039,-94.0465,21.66,5.6,mb,,88,2.306,0.86,us,us2000awcv,2017-09-29T19:33:43.040Z,"119km SSW of Tres Picos, Mexico",earthquake,8.1,4.5,0.022,752,reviewed,us,us
2017-09-29T01:26:45.500Z,52.0498,-169.976,29.97,4.5,mb,,192,0.776,0.84,us,us2000awbw,2017-09-29T16:38:50.893Z,"81km SE of Yunaska Island, Alaska",earthquake,5.6,7,0.108,25,reviewed,us,us
2017-09-29T01:22:41.110Z,52.3421,-170.1717,33.24,4.9,mb,,137,0.51,0.88,us,us2000awbq,2017-09-29T01:46:23.837Z,"48km SE of Yunaska Island, Alaska",earthquake,9,5.2,0.032,317,reviewed,us,us
2017-09-28T23:56:57.480Z,19.052,144.7489,30.59,4.9,mb,,95,5.433,0.56,us,us2000awbb,2017-09-30T05:05:28.040Z,"101km WNW of Agrihan, Northern Mariana Islands",earthquake,8.1,5,0.043,168,reviewed,us,us
2017-09-28T23:11:15.740Z,-24.8725,-179.7911,440.96,5.4,mww,,18,4.66,1.1,us,us2000aw9p,2017-09-30T05:28:15.040Z,"South of the Fiji Islands",earthquake,9.5,0.8,0.071,19,reviewed,us,us
2017-09-28T23:01:28.220Z,2.9053,133.3331,15.04,4.7,mb,,130,5.886,1.42,us,us2000aw9e,2017-09-28T23:59:57.040Z,"Palau region",earthquake,11.5,6,0.123,20,reviewed,us,us
2017-09-28T22:47:11.750Z,-34.0499,-178.5949,10,5.1,mb,,73,4.315,0.99,us,us2000aw90,2017-09-30T05:30:30.040Z,"291km S of L'Esperance Rock, New Zealand",earthquake,8.4,1.4,0.074,59,reviewed,us,us
2017-09-28T20:42:06.570Z,-7.2814,129.2381,142.87,4.7,mb,,53,2.158,1.06,us,us2000aw51,2017-09-28T21:01:26.040Z,"240km WNW of Saumlaki, Indonesia",earthquake,6.4,9.2,0.106,27,reviewed,us,us
2017-09-28T19:11:04.960Z,3.222,-84.1381,33.2,4.9,mb,,79,5.218,0.81,us,us2000aw2q,2017-09-29T13:36:03.222Z,"Off the coast of Central America",earthquake,6.6,4.2,0.035,254,reviewed,us,us
2017-09-28T17:08:05.320Z,2.1483,127.5691,97.53,4.6,mb,,110,1.382,0.99,us,us2000avzh,2017-09-28T20:31:41.040Z,"67km NW of Tobelo, Indonesia",earthquake,7.3,8.5,0.091,39,reviewed,us,us
2017-09-28T16:53:06.500Z,6.0164,120.0401,50.8,4.9,mb,,58,1.746,0.99,us,us2000avzb,2017-09-29T14:01:19.040Z,"62km WSW of Pandan Niog, Philippines",earthquake,5.3,4.7,0.062,85,reviewed,us,us
2017-09-28T11:29:45.690Z,28.7786,140.558,10,5.3,mb,,34,2.209,1.1,us,us2000avvw,2017-10-02T20:51:51.040Z,"248km NW of Chichi-shima, Japan",earthquake,6.7,1.8,0.032,338,reviewed,us,us
2017-09-28T08:12:59.850Z,-10.7291,117.1706,10,4.7,mb,,97,3.728,1.18,us,us2000avte,2017-09-28T08:31:31.040Z,"210km S of Besisora, Indonesia",earthquake,6.3,1.9,0.133,17,reviewed,us,us
2017-09-28T08:11:56.130Z,20.2657,145.2449,10,5.3,mb,,102,6.649,0.74,us,us2000avtg,2017-10-02T21:09:26.040Z,"47km SE of Farallon de Pajaros, Northern Mariana Islands",earthquake,9.6,1.9,0.058,102,reviewed,us,us
2017-09-28T07:11:29.240Z,37.4649,141.4054,44.08,4.8,mb,,98,0.633,0.74,us,us2000avsq,2017-09-28T09:26:20.464Z,"35km E of Namie, Japan",earthquake,7.2,6.2,0.063,77,reviewed,us,us
2017-09-28T03:56:28.200Z,-5.2471,151.8102,64.55,4.9,mb,,65,1.106,0.83,us,us2000avr2,2017-09-28T04:15:38.040Z,"111km SSW of Kokopo, Papua New Guinea",earthquake,7.9,6.8,0.056,99,reviewed,us,us
2017-09-27T21:56:39.140Z,24.998,123.4716,125.83,4.5,mb,,85,0.674,1.06,us,us2000avlw,2017-09-27T22:41:23.040Z,"75km NE of Yonakuni, Japan",earthquake,7.1,5.6,0.076,51,reviewed,us,us
2017-09-27T21:47:41.390Z,28.7476,140.5824,33.11,4.7,mb,,84,2.172,0.63,us,us2000avm6,2017-09-27T23:02:13.040Z,"244km NW of Chichi-shima, Japan",earthquake,7.6,5.6,0.062,79,reviewed,us,us
2017-09-27T21:10:38.200Z,28.769,140.5529,38.59,4.8,mb,,84,2.205,0.64,us,us2000avkb,2017-09-27T21:33:39.040Z,"248km NW of Chichi-shima, Japan",earthquake,8.6,7.7,0.058,93,reviewed,us,us
2017-09-27T20:05:12.990Z,-15.1614,-71.6095,131.74,4.5,mb,,121,3.163,0.93,us,us2000avim,2017-09-27T22:15:31.040Z,"40km NNW of Ccolo, Peru",earthquake,6.8,17,0.111,24,reviewed,us,us
2017-09-27T08:28:08.720Z,28.1091,54.1871,45.31,4.6,mb,,45,3.632,0.84,us,us2000av94,2017-09-27T08:55:20.040Z,"49km NNW of Lar, Iran",earthquake,7.3,6.4,0.074,54,reviewed,us,us
2017-09-27T04:13:01.610Z,-3.5926,139.7504,60.39,5.3,mb,,48,7.519,0.96,us,us2000av7z,2017-09-27T16:23:05.040Z,"140km SW of Abepura, Indonesia",earthquake,8.8,7,0.048,145,reviewed,us,us
2017-09-27T04:09:52.430Z,28.7234,-43.5388,10,5,mb,,83,22.511,0.85,us,us2000av80,2017-09-27T04:43:28.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.2,1.9,0.029,396,reviewed,us,us
2017-09-27T01:45:40.040Z,-21.409,-68.4332,120.07,4.7,mb,,32,0.845,0.66,us,us2000av70,2017-09-27T02:07:02.040Z,"128km NNE of Calama, Chile",earthquake,3.7,6.8,0.04,193,reviewed,us,us
2017-09-27T01:25:51.840Z,4.6053,126.6287,83.93,4.7,mb,,84,2.661,1.02,us,us2000av6x,2017-09-27T02:42:00.040Z,"156km SE of Sarangani, Philippines",earthquake,8.5,1.2,0.065,73,reviewed,us,us
2017-09-26T23:44:12.150Z,14.1161,145.0833,114.67,4.8,mb,,64,0.563,0.79,us,us2000av6e,2017-09-27T22:56:14.638Z,"13km WSW of Rota, Northern Mariana Islands",earthquake,9,4.8,0.076,53,reviewed,us,us
2017-09-26T22:30:46.570Z,-2.0113,-11.6494,10,4.8,mb,,90,10.971,1.04,us,us2000av5w,2017-09-26T22:55:47.040Z,"North of Ascension Island",earthquake,13.4,1.9,0.086,42,reviewed,us,us
2017-09-26T21:29:06.270Z,-23.5856,-179.9476,538.01,5.4,mww,,47,5.919,0.87,us,us2000av40,2017-09-26T21:47:11.040Z,"South of the Fiji Islands",earthquake,10.1,6.7,0.073,18,reviewed,us,us
2017-09-26T20:22:11.560Z,40.3206,142.4059,36.04,5.8,mww,,15,1.124,0.74,us,us2000av31,2017-09-28T22:23:24.642Z,"79km ESE of Hachinohe, Japan",earthquake,6.1,3.2,0.065,23,reviewed,us,us
2017-09-26T19:08:18.220Z,1.2169,132.7412,17.7,5.4,mww,,31,4.137,0.96,us,us2000av22,2017-09-27T15:12:47.040Z,"274km NNW of Manokwari, Indonesia",earthquake,6.4,4,0.069,20,reviewed,us,us
2017-09-26T12:14:46.930Z,-37.4108,-74.1449,11.74,4.8,mwr,,137,1.01,0.81,us,us2000auwv,2017-09-27T01:53:52.277Z,"49km WNW of Lebu, Chile",earthquake,5.9,3.5,0.046,45,reviewed,us,us
2017-09-26T11:22:49.320Z,-17.1048,168.1159,50.5,4.6,mb,,102,3.745,0.92,us,us2000auwh,2017-09-26T13:17:17.654Z,"72km NNW of Port-Vila, Vanuatu",earthquake,10.6,4.2,0.112,24,reviewed,us,us
2017-09-26T08:15:45.870Z,-24.5478,178.9119,550.61,4.9,mb,,67,5.462,0.94,us,us2000auvl,2017-09-26T08:32:17.040Z,"South of the Fiji Islands",earthquake,10.4,9.4,0.095,35,reviewed,us,us
2017-09-26T05:46:28.280Z,-5.7378,101.3356,10,4.9,mb,,115,4.379,0.78,us,us2000auv4,2017-09-26T06:05:52.040Z,"237km SSW of Bengkulu, Indonesia",earthquake,8.3,1.9,0.099,32,reviewed,us,us
2017-09-26T05:44:33.850Z,-21.3378,-66.5505,232.1,5,mb,,30,2.204,0.99,us,us2000auv3,2017-09-26T06:01:35.438Z,"55km SW of Atocha, Bolivia",earthquake,7.7,7.5,0.102,31,reviewed,us,us
2017-09-26T05:33:24.140Z,15.0621,-93.9602,55.84,4.6,mb,,152,2.255,1.16,us,us2000auuz,2017-09-26T13:59:29.253Z,"100km SSW of Tres Picos, Mexico",earthquake,10,7.3,0.03,342,reviewed,us,us
2017-09-26T04:20:00.760Z,-23.7135,-176.9366,98.07,6.4,mww,,22,5.58,1.13,us,us2000autd,2017-09-26T16:50:03.040Z,"South of the Fiji Islands",earthquake,7.3,6.1,0.073,18,reviewed,us,us
2017-09-26T01:42:42.180Z,-18.0618,-178.2892,578.88,5.1,mb,,65,3.497,0.91,us,us2000aus0,2017-09-26T02:04:41.040Z,"289km N of Ndoi Island, Fiji",earthquake,10.5,4.5,0.116,24,reviewed,us,us
2017-09-25T22:07:03.410Z,0.8137,124.3278,218.53,4.9,mb,,33,2.412,0.86,us,us2000aunh,2017-09-25T22:26:54.040Z,"6km NNE of Passi, Indonesia",earthquake,7.7,5.8,0.049,130,reviewed,us,us
2017-09-25T20:29:23.480Z,-6.2113,152.7133,5.98,5.9,mww,,26,2.08,0.91,us,us2000aulg,2017-09-26T17:00:26.040Z,"196km S of Taron, Papua New Guinea",earthquake,7.5,3.3,0.061,26,reviewed,us,us
2017-09-25T18:10:43.200Z,-5.9298,106.3876,150.05,5.1,mb,,35,3.446,1.15,us,us2000aufz,2017-09-25T19:10:08.040Z,"10km ENE of Langgen, Indonesia",earthquake,8.3,5,0.067,73,reviewed,us,us
2017-09-25T15:07:27.620Z,-14.8531,167.4691,132.07,4.6,mb,,144,5.895,0.86,us,us2000aucr,2017-09-25T16:12:40.040Z,"50km ENE of Port-Olry, Vanuatu",earthquake,12.4,8.2,0.086,40,reviewed,us,us
2017-09-25T14:12:17.440Z,-12.6224,167.0258,229.97,4.6,mb,,60,7.634,0.72,us,us2000aubr,2017-09-25T14:57:58.040Z,"150km NNW of Sola, Vanuatu",earthquake,11.6,7.8,0.045,150,reviewed,us,us
2017-09-25T13:39:31.440Z,-38.3887,178.6657,23,4.7,mb,,238,0.872,0.82,us,us2000aubt,2017-09-25T14:54:46.040Z,"64km ENE of Gisborne, New Zealand",earthquake,8.7,11.9,0.133,18,reviewed,us,us
2017-09-25T12:24:51.650Z,-28.2783,-71.2751,30.35,4.6,mb,,144,0.192,0.85,us,us2000aua8,2017-09-25T12:42:22.040Z,"60km WNW of Vallenar, Chile",earthquake,5.9,1.3,0.119,21,reviewed,us,us
2017-09-25T11:47:58.870Z,-18.0444,-178.4794,554.28,4.5,mb,,48,3.315,0.83,us,us2000au9u,2017-09-25T12:04:34.040Z,"289km N of Ndoi Island, Fiji",earthquake,10.2,8.3,0.071,58,reviewed,us,us
2017-09-25T10:22:00.720Z,-3.5898,139.9741,72.65,4.9,mb,,76,7.541,1.22,us,us2000au8v,2017-09-26T14:10:45.233Z,"125km SSW of Abepura, Indonesia",earthquake,9.9,7.9,0.068,67,reviewed,us,us
2017-09-25T09:42:11.610Z,-5.3939,154.0023,63.28,5,mb,,73,2.187,0.96,us,us2000au8b,2017-09-25T10:01:30.040Z,"148km SE of Taron, Papua New Guinea",earthquake,8.3,6.3,0.039,210,reviewed,us,us
2017-09-25T08:02:26.500Z,-4.8417,129.4008,219.24,4.7,mb,,68,3.423,0.61,us,us2000au6h,2017-09-25T08:19:27.040Z,"163km SSE of Saparua, Indonesia",earthquake,7.8,7.3,0.067,67,reviewed,us,us
2017-09-25T07:23:45.060Z,15.5215,-94.1793,66.49,4.5,mb,,175,2.589,0.81,us,us2000au5l,2017-09-25T09:33:13.040Z,"65km SSW of Paredon, Mexico",earthquake,11.4,11.2,0.043,161,reviewed,us,us
2017-09-25T07:16:25.060Z,-8.3755,106.9645,34.69,4.6,mb,,100,2.46,0.92,us,us2000au5i,2017-09-25T15:30:54.143Z,"103km SSW of Cikamurang, Indonesia",earthquake,4.1,5.3,0.098,31,reviewed,us,us
2017-09-25T06:18:05.610Z,-59.0289,-25.7407,23.15,5,mb,,53,7.591,0.74,us,us2000au57,2017-09-25T07:14:26.040Z,"44km E of Bristol Island, South Sandwich Islands",earthquake,9.4,3.9,0.068,69,reviewed,us,us
2017-09-24T23:31:38.530Z,31.2471,130.3868,159.23,4.6,mb,,74,1.918,0.6,us,us2000au2t,2017-09-25T05:05:48.040Z,"7km ESE of Makurazaki, Japan",earthquake,6.8,6.6,0.044,154,reviewed,us,us
2017-09-24T23:29:31.740Z,15.6767,-94.3651,54.03,4.7,mwr,,94,2.226,0.83,us,us2000au2s,2017-09-25T05:15:00.040Z,"66km SW of Paredon, Mexico",earthquake,7,6,0.08,15,reviewed,us,us
2017-09-24T20:10:09.180Z,-3.3959,102.0863,96.97,5,mb,,94,2.654,0.9,us,us2000au0l,2017-09-25T05:27:57.901Z,"48km NNW of Bengkulu, Indonesia",earthquake,7.8,7.1,0.074,58,reviewed,us,us
2017-09-24T16:57:16.140Z,36.912,27.2871,8.66,4.9,mb,,46,0.967,0.71,us,us2000atyw,2017-09-29T23:16:29.809Z,"2km N of Kos, Greece",earthquake,4.2,4.2,0.046,151,reviewed,us,us
2017-09-24T12:33:21.420Z,16.7324,-94.8399,54.62,4.5,mb,,172,4.869,0.8,us,us2000atx8,2017-09-24T12:51:15.040Z,"26km SE of Matias Romero, Mexico",earthquake,6.4,13.4,0.063,73,reviewed,us,us
2017-09-24T10:06:12.980Z,15.4013,-94.0148,60.06,5.7,mww,,79,4.608,0.97,us,us2000atwe,2017-09-26T17:27:11.040Z,"71km SSW of Paredon, Mexico",earthquake,8.2,3.7,0.065,23,reviewed,us,us
2017-09-24T06:39:39.700Z,-14.3043,-75.5466,33.52,4.6,mb,,156,2.626,0.76,us,us2000atuj,2017-09-24T14:02:29.957Z,"22km SE of Santiago, Peru",earthquake,4.9,6.6,0.076,52,reviewed,us,us
2017-09-24T05:49:44.760Z,23.9217,122.3102,19.2,4.6,mb,,99,0.7,0.57,us,us2000atud,2017-09-24T12:44:32.825Z,"72km E of Hualian, Taiwan",earthquake,4,4.7,0.091,36,reviewed,us,us
2017-09-24T02:30:00.040Z,-27.8834,-71.2801,30.1,4.6,mwr,,99,0.368,0.65,us,us2000atse,2017-09-24T13:01:18.781Z,"91km NW of Vallenar, Chile",earthquake,4.1,4.6,0.054,33,reviewed,us,us
2017-09-24T00:56:24.220Z,-10.6598,161.7808,47.61,5,mb,,98,2.175,0.49,us,us2000atrk,2017-09-24T01:15:04.040Z,"27km SSW of Kirakira, Solomon Islands",earthquake,7.6,5.4,0.055,106,reviewed,us,us
